Cluster no	No	Hit	Prob	E-value	P-value	Score	SS	Cols	Query HMM	Template HMM	lefts
XP_013278287	3	PF06259.12 ; Abhydrolase_8 ; A	97.9	1.9e-09	3.4999999999999997e-13	85.8	0.0	67	82-156	94-160 (190)	[82, 156]
XP_013278287	4	PF12146.8 ; Hydrolase_4 ; Seri	97.8	3.4000000000000003e-09	6.6e-13	84.5	0.0	108	26-154	3-114 (239)	[26, 154]
XP_013278287	5	PF05990.12 ; DUF900 ; Alpha/be	97.8	4.6e-09	8.8e-13	84.2	0.0	124	24-156	10-136 (213)	[24, 156]
XP_013278287	6	PF02089.15 ; Palm_thioest ; Pa	97.8	5.8e-09	1.1e-12	86.6	0.0	108	29-156	1-112 (271)	[29, 156]
XP_013278287	7	PF02129.18 ; Peptidase_S15 ; X	97.8	6.3e-09	1.2e-12	84.4	0.0	113	24-155	15-129 (267)	[24, 155]
XP_013278287	8	PF03096.14 ; Ndr ; Ndr family	97.7	7.9e-09	1.4999999999999999e-12	85.2	0.0	106	26-154	22-137 (283)	[26, 154]
XP_013278287	9	PF00975.20 ; Thioesterase ; Th	97.6	1.7e-08	3.2e-12	79.0	0.0	105	29-154	2-106 (221)	[29, 154]
XP_013278287	10	PF07819.13 ; PGAP1 ; PGAP1-lik	97.6	1.7e-08	3.3e-12	81.1	0.0	116	26-156	3-137 (245)	[26, 156]
KEP45157	1	PF17111.5 ; Helo_like_N ; Fung	90.7	0.0062	1.2e-06	45.7	0.0	118	166-283	7-135 (209)	[166, 283]
KEP45157	2	PF17100.5 ; NACHT_N ; N-termin	87.9	0.016	3.2e-06	44.4	0.0	112	163-277	98-226 (229)	[163, 277]
KIM77258	1	PF17100.5 ; NACHT_N ; N-termin	88.9	0.012	2.4e-06	47.6	0.0	125	206-331	88-227 (229)	[206, 331]
KIM77258	2	PF13191.6 ; AAA_16 ; AAA ATPas	88.6	0.012	2.6e-06	43.9	0.0	37	376-412	5-42  (189)	[376, 412]
KIM77258	3	PF00931.22 ; NB-ARC ; NB-ARC d	88.3	0.013999999999999999	2.8999999999999998e-06	45.2	0.0	35	378-412	2-36  (240)	[378, 412]
KIM77258	4	PF01637.18 ; ATPase_2 ; ATPase	87.8	0.016	3.3e-06	44.0	0.0	36	376-413	4-39  (209)	[376, 413]
KIM77258	5	PF05621.11 ; TniB ; Bacterial	87.5	0.017	3.6000000000000003e-06	43.2	0.0	39	374-412	14-53  (191)	[374, 412]
KIM77258	6	PF07693.14 ; KAP_NTPase ; KAP	87.4	0.017	3.6000000000000003e-06	47.2	0.0	37	376-412	1-49  (307)	[376, 412]
KIM77258	7	PF00308.18 ; Bac_DnaA ; Bacter	87.2	0.018000000000000002	3.9e-06	43.9	0.0	42	371-413	11-52  (219)	[371, 413]
KIM77258	8	PF17111.5 ; Helo_like_N ; Fung	84.4	0.034	7.000000000000001e-06	43.0	0.0	112	219-331	7-130 (209)	[219, 331]
KIM77258	9	PF14532.6 ; Sigma54_activ_2 ;	84.3	0.035	7.2000000000000005e-06	39.8	0.0	38	377-414	4-41  (135)	[377, 414]
KIM77258	10	PF01057.17 ; Parvo_NS1 ; Parvo	82.5	0.048	9.9e-06	44.8	0.0	39	377-415	101-139 (284)	[377, 415]
EIT73271	1	PF17100.5 ; NACHT_N ; N-termin	99.4	2.5e-18	5.0000000000000005e-22	142.6	0.0	137	126-265	79-228 (229)	[126, 265]
EIT73271	2	PF17109.5 ; Goodbye ; fungal S	99.2	6.2e-16	1.1999999999999999e-19	115.8	0.0	120	78-197	1-123 (123)	[78, 197]
RFU34722	1	PF17100.5 ; NACHT_N ; N-termin	99.3	6.2e-17	1.1000000000000001e-20	131.4	0.0	136	118-259	79-227 (229)	[118, 259]
RFU34722	2	PF17109.5 ; Goodbye ; fungal S	99.2	1.4e-15	2.5999999999999996e-19	110.4	0.0	119	70-189	1-123 (123)	[70, 189]
RFU34722	3	PF13238.6 ; AAA_18 ; AAA domai	82.8	0.051	9.3e-06	33.9	0.0	12	341-352	2-13  (108)	[341, 352]
RFU34722	4	PF18751.1 ; Ploopntkinase3 ; P	82.0	0.057999999999999996	1.1e-05	37.4	0.0	13	340-352	6-18  (187)	[340, 352]
RFU34722	5	PF13671.6 ; AAA_33 ; AAA domai	81.3	0.064	1.2e-05	35.1	0.0	13	340-352	2-14  (142)	[340, 352]
RFU34722	6	PF08303.11 ; tRNA_lig_kinase ;	79.4	0.084	1.4999999999999999e-05	36.4	0.0	13	340-352	2-14  (168)	[340, 352]
RFU34722	7	PF18748.1 ; Ploopntkinase1 ; P	79.4	0.084	1.4999999999999999e-05	36.7	0.0	14	339-352	19-32  (196)	[339, 352]
RFU34722	8	PF05621.11 ; TniB ; Bacterial	78.5	0.094	1.7e-05	35.9	0.0	15	338-352	36-50  (191)	[338, 352]
PBK84337	1	PF17100.5 ; NACHT_N ; N-termin	95.4	0.0001	2e-08	59.8	0.0	129	226-354	79-222 (229)	[226, 354]
PBK84337	2	PF11618.8 ; C2-C2_1 ; First C2	93.0	0.0019	3.5e-07	47.1	0.0	88	54-156	10-110 (142)	[54, 156]
PBK84337	3	PF17109.5 ; Goodbye ; fungal S	91.5	0.0046	8.7e-07	43.9	0.0	69	226-294	52-121 (123)	[226, 294]
OBW64840	1	PF17100.5 ; NACHT_N ; N-termin	99.1	5.9e-15	1.2e-18	131.4	0.0	134	202-346	80-227 (229)	[202, 346]
OBW64840	2	PF17109.5 ; Goodbye ; fungal S	98.8	4.5000000000000005e-13	9.000000000000001e-17	107.5	0.0	120	151-272	1-123 (123)	[151, 272]
OBW64840	3	PF01637.18 ; ATPase_2 ; ATPase	89.0	0.011000000000000001	2.3e-06	45.3	0.0	24	410-433	11-34  (209)	[410, 433]
OBW64840	4	PF05729.12 ; NACHT ; NACHT dom	87.7	0.016	3.4e-06	42.4	0.0	14	420-433	1-14  (170)	[420, 433]
OBW64840	5	PF00931.22 ; NB-ARC ; NB-ARC d	87.6	0.016	3.5000000000000004e-06	45.0	0.0	25	409-433	6-32  (240)	[409, 433]
OBW64840	6	PF07931.12 ; CPT ; Chloramphen	84.9	0.031	6.4e-06	41.2	0.0	14	420-433	2-15  (163)	[420, 433]
OBW64840	7	PF05621.11 ; TniB ; Bacterial	84.7	0.031	6.7e-06	41.8	0.0	15	419-433	35-49  (191)	[419, 433]
OBW64840	8	PF13191.6 ; AAA_16 ; AAA ATPas	84.3	0.034	7.2000000000000005e-06	41.4	0.0	14	420-433	25-38  (189)	[420, 433]
OBW64840	9	PF13671.6 ; AAA_33 ; AAA domai	82.8	0.044000000000000004	9.3e-06	39.1	0.0	13	421-433	1-13  (142)	[421, 433]
OBW64840	10	PF18751.1 ; Ploopntkinase3 ; P	82.0	0.051	1.1e-05	41.0	0.0	15	419-433	3-17  (187)	[419, 433]
PWW74656	1	PF17111.5 ; Helo_like_N ; Fung	99.3	7.8e-17	1.3999999999999998e-20	122.9	0.0	174	53-236	1-177 (209)	[53, 236]
PWW74656	2	PF17107.5 ; SesA ; N-terminal	98.1	6.2e-10	1.1e-13	77.1	0.0	117	59-182	1-132 (133)	[59, 182]
PWW74656	3	PF05729.12 ; NACHT ; NACHT dom	96.1	2e-05	3.6e-09	53.9	0.0	26	271-296	1-26  (170)	[271, 296]
PWW74656	4	PF01637.18 ; ATPase_2 ; ATPase	95.9	3.3e-05	6e-09	54.7	0.0	36	261-296	10-46  (209)	[261, 296]
PWW74656	5	PF13238.6 ; AAA_18 ; AAA domai	95.9	3.4e-05	6.2e-09	49.0	0.0	22	273-294	1-22  (108)	[273, 294]
PWW74656	6	PF18751.1 ; Ploopntkinase3 ; P	95.9	3.4e-05	6.2e-09	54.2	0.0	25	270-294	3-27  (187)	[270, 294]
PWW74656	7	PF07931.12 ; CPT ; Chloramphen	95.9	3.5e-05	6.4e-09	52.8	0.0	24	271-294	2-25  (163)	[271, 294]
PWW74656	8	PF13191.6 ; AAA_16 ; AAA ATPas	95.8	3.7e-05	6.7000000000000004e-09	53.6	0.0	28	269-296	23-50  (189)	[269, 296]
PWW74656	9	PF05621.11 ; TniB ; Bacterial	95.7	4.7e-05	8.5e-09	53.1	0.0	28	269-296	34-61  (191)	[269, 296]
PWW74656	10	PF13671.6 ; AAA_33 ; AAA domai	95.7	4.9e-05	9e-09	50.5	0.0	23	272-294	1-23  (142)	[272, 294]
EXM19187	1	PF01083.22 ; Cutinase ; Cutina	98.3	7.4e-11	1.5e-14	104.4	0.0	130	143-289	2-142 (207)	[143, 289]
EXM19187	2	PF05057.14 ; DUF676 ; Putative	97.8	5.6000000000000005e-09	1.2e-12	91.1	0.0	125	145-291	4-145 (218)	[145, 291]
EXM19187	3	PF06259.12 ; Abhydrolase_8 ; A	97.6	1.6e-08	3.3e-12	87.1	0.0	69	214-289	93-161 (190)	[214, 289]
EXM19187	4	PF05990.12 ; DUF900 ; Alpha/be	97.2	1.4e-07	3e-11	80.2	0.0	129	143-291	10-139 (213)	[143, 291]
EXM19187	5	PF02089.15 ; Palm_thioest ; Pa	97.2	2e-07	4.5e-11	81.6	0.0	107	149-288	2-112 (271)	[149, 288]
EXM19187	6	PF03096.14 ; Ndr ; Ndr family	97.1	2.5e-07	5.5e-11	79.7	0.0	110	145-286	22-137 (283)	[145, 286]
EXM19187	7	PF07819.13 ; PGAP1 ; PGAP1-lik	97.1	2.5e-07	5.6e-11	77.9	0.0	67	215-288	67-137 (245)	[215, 288]
EXM19187	8	PF12146.8 ; Hydrolase_4 ; Seri	97.1	3e-07	6.9e-11	76.0	0.0	110	146-286	4-114 (239)	[146, 286]
EXM19187	9	PF00975.20 ; Thioesterase ; Th	97.1	3.3e-07	7.5e-11	74.6	0.0	105	148-286	2-106 (221)	[148, 286]
EXM19187	10	PF05705.14 ; DUF829 ; Eukaryot	97.0	4.1e-07	9.199999999999999e-11	75.1	0.0	110	149-287	2-111 (238)	[149, 287]
OCK94306	1	PF09235.10 ; SAM_Ste50p ; Ste5	95.8	3.7e-05	8.199999999999999e-09	48.3	0.0	70	24-96	2-73  (75)	[24, 96]
OCK94306	2	PF18017.1 ; SAM_4 ; SAM domain	88.2	0.013999999999999999	3e-06	37.0	0.0	68	27-97	5-75  (84)	[27, 97]
OAA76622	1	PF14479.6 ; HeLo ; Prion-inhib	99.4	1.6e-17	2.8999999999999996e-21	131.1	0.0	158	52-209	1-170 (199)	[52, 209]
OAA76622	2	PF17111.5 ; Helo_like_N ; Fung	97.7	1.1000000000000001e-08	2e-12	78.4	0.0	137	48-213	1-138 (209)	[48, 213]
OAA76622	3	PF06414.12 ; Zeta_toxin ; Zeta	94.5	0.0004	7.5e-08	50.3	0.0	19	299-317	13-31  (196)	[299, 317]
OAA76622	4	PF07931.12 ; CPT ; Chloramphen	94.4	0.00045999999999999996	8.6e-08	48.0	0.0	17	301-317	2-18  (163)	[301, 317]
OAA76622	5	PF05729.12 ; NACHT ; NACHT dom	94.4	0.0005	9.400000000000001e-08	47.5	0.0	17	301-317	1-17  (170)	[301, 317]
OAA76622	6	PF18751.1 ; Ploopntkinase3 ; P	94.3	0.0005099999999999999	9.5e-08	49.1	0.0	18	300-317	3-20  (187)	[300, 317]
OAA76622	7	PF13671.6 ; AAA_33 ; AAA domai	94.1	0.0006799999999999999	1.3e-07	45.8	0.0	16	302-317	1-16  (142)	[302, 317]
OAA76622	8	PF13238.6 ; AAA_18 ; AAA domai	93.9	0.0008	1.5e-07	43.3	0.0	15	303-317	1-15  (108)	[303, 317]
OAA76622	9	PF01637.18 ; ATPase_2 ; ATPase	93.7	0.00099	1.9e-07	47.6	0.0	18	300-317	20-37  (209)	[300, 317]
OAA76622	10	PF08433.10 ; KTI12 ; Chromatin	93.7	0.001	1.9e-07	51.3	0.0	17	301-317	2-18  (269)	[301, 317]
KZP28430	1	PF17100.5 ; NACHT_N ; N-termin	97.2	1.4e-07	2.8999999999999997e-11	84.7	0.0	131	305-438	82-226 (229)	[305, 438]
KZP28430	2	PF17109.5 ; Goodbye ; fungal S	95.3	0.0001	2e-08	58.3	0.0	68	305-372	55-123 (123)	[305, 372]
KZP28430	3	PF17111.5 ; Helo_like_N ; Fung	80.2	0.067	1.4000000000000001e-05	43.2	0.0	110	333-445	16-136 (209)	[333, 445]
PYI07524	1	PF17100.5 ; NACHT_N ; N-termin	99.1	3.6e-15	7.6e-19	135.7	0.0	136	243-381	82-228 (229)	[243, 381]
PYI07524	2	PF17109.5 ; Goodbye ; fungal S	98.2	1.9e-10	3.9e-14	93.6	0.0	111	193-310	1-116 (123)	[193, 310]
PYI07524	3	PF05729.12 ; NACHT ; NACHT dom	94.7	0.00028	6.099999999999999e-08	54.4	0.0	24	453-476	1-24  (170)	[453, 476]
PYI07524	4	PF01637.18 ; ATPase_2 ; ATPase	94.5	0.00036	8e-08	55.9	0.0	34	440-476	11-44  (209)	[440, 476]
PYI07524	5	PF05621.11 ; TniB ; Bacterial	94.1	0.0006	1.3e-07	53.8	0.0	25	452-476	35-59  (191)	[452, 476]
PYI07524	6	PF18751.1 ; Ploopntkinase3 ; P	94.0	0.00065	1.4e-07	54.3	0.0	25	452-476	3-27  (187)	[452, 476]
PYI07524	7	PF07931.12 ; CPT ; Chloramphen	93.9	0.0007	1.5e-07	52.6	0.0	24	453-476	2-25  (163)	[453, 476]
PYI07524	8	PF00931.22 ; NB-ARC ; NB-ARC d	93.9	0.0007099999999999999	1.6e-07	55.0	0.0	35	440-475	7-41  (240)	[440, 475]
PYI07524	9	PF13671.6 ; AAA_33 ; AAA domai	93.8	0.00079	1.7e-07	50.9	0.0	23	454-476	1-23  (142)	[454, 476]
PYI07524	10	PF13191.6 ; AAA_16 ; AAA ATPas	93.7	0.0008300000000000001	1.8e-07	52.6	0.0	25	452-476	24-48  (189)	[452, 476]
SJL11658	1	PF15729.5 ; ALS2CR11 ; Amyotro	96.4	5.9e-06	1.1e-09	70.9	0.0	102	42-148	22-146 (420)	[42, 148]
SJL11658	2	PF11618.8 ; C2-C2_1 ; First C2	95.9	2.9999999999999997e-05	5.7e-09	56.2	0.0	99	41-147	6-122 (142)	[41, 147]
SJL11658	3	PF17100.5 ; NACHT_N ; N-termin	95.3	0.00011999999999999999	2.2000000000000002e-08	57.7	0.0	110	186-295	82-205 (229)	[186, 295]
SJL11658	4	PF00168.30 ; C2 ; C2 domain	92.4	0.0028	5.2e-07	42.3	0.0	94	44-144	1-115 (116)	[44, 144]
SJL11658	5	PF17109.5 ; Goodbye ; fungal S	92.0	0.0035	6.5e-07	43.3	0.0	66	186-251	55-121 (123)	[186, 251]
PVG01715	1	PF17111.5 ; Helo_like_N ; Fung	96.2	1.4000000000000001e-05	2.6e-09	59.0	0.0	142	96-240	10-151 (209)	[96, 240]
PVG01715	2	PF17107.5 ; SesA ; N-terminal	93.5	0.0012	2.2e-07	44.2	0.0	107	110-216	14-131 (133)	[110, 216]
PVG01715	3	PF17109.5 ; Goodbye ; fungal S	88.1	0.017	3.1e-06	37.6	0.0	62	75-138	59-120 (123)	[75, 138]
XP_008029344	1	PF17111.5 ; Helo_like_N ; Fung	98.6	3.3e-12	5.9e-16	92.7	0.0	130	3-143	4-142 (209)	[3, 143]
XP_008029344	2	PF17107.5 ; SesA ; N-terminal	98.3	6.7e-11	1.2e-14	79.6	0.0	114	7-129	1-132 (133)	[7, 129]
XP_008029344	3	PF14479.6 ; HeLo ; Prion-inhib	94.8	0.00028	5e-08	48.7	0.0	131	4-135	3-170 (199)	[4, 135]
XP_024741356	1	PF01083.22 ; Cutinase ; Cutina	98.1	7.000000000000001e-10	1.4e-13	94.6	0.0	125	131-265	4-142 (207)	[131, 265]
XP_024741356	2	PF05057.14 ; DUF676 ; Putative	97.8	4.8e-09	9.6e-13	89.2	0.0	123	131-267	4-145 (218)	[131, 267]
XP_024741356	3	PF06259.12 ; Abhydrolase_8 ; A	97.7	7.5e-09	1.4999999999999999e-12	86.4	0.0	68	190-264	93-160 (190)	[190, 264]
XP_024741356	4	PF02089.15 ; Palm_thioest ; Pa	97.7	1e-08	2.1e-12	89.0	0.0	110	134-264	1-112 (271)	[134, 264]
XP_024741356	5	PF03096.14 ; Ndr ; Ndr family	97.6	1.8999999999999998e-08	3.9e-12	86.3	0.0	106	131-261	22-136 (283)	[131, 261]
XP_024741356	6	PF02129.18 ; Peptidase_S15 ; X	97.6	2.2999999999999998e-08	4.6e-12	84.2	0.0	114	130-263	16-129 (267)	[130, 263]
XP_024741356	7	PF12146.8 ; Hydrolase_4 ; Seri	97.6	2.2999999999999998e-08	4.7000000000000006e-12	82.7	0.0	106	131-261	3-113 (239)	[131, 261]
XP_024741356	8	PF00975.20 ; Thioesterase ; Th	97.5	3.3e-08	6.7e-12	80.4	0.0	103	134-261	2-105 (221)	[134, 261]
XP_024741356	9	PF05990.12 ; DUF900 ; Alpha/be	97.4	7e-08	1.4e-11	80.5	0.0	125	130-266	11-138 (213)	[130, 266]
XP_024741356	10	PF05705.14 ; DUF829 ; Eukaryot	97.3	9.1e-08	1.9e-11	78.7	0.0	111	134-263	1-111 (238)	[134, 263]
XP_007271441	1	PF11043.8 ; DUF2856 ; Protein	82.8	0.05	9.4e-06	24.8	0.0	30	4-34	4-33  (97)	[4, 34]
PVF92871	1	PF17100.5 ; NACHT_N ; N-termin	95.6	5.7999999999999994e-05	1.1000000000000001e-08	61.3	0.0	136	204-342	79-227 (229)	[204, 342]
PVF92871	2	PF17109.5 ; Goodbye ; fungal S	91.5	0.0046	8.5e-07	43.9	0.0	69	204-272	52-121 (123)	[204, 272]
KDN48800	1	PF17111.5 ; Helo_like_N ; Fung	88.6	0.012	2.6e-06	46.1	0.0	120	234-353	5-135 (209)	[234, 353]
KDN48800	2	PF17100.5 ; NACHT_N ; N-termin	87.9	0.015	3.3e-06	47.2	0.0	124	223-346	88-225 (229)	[223, 346]
KDN48800	3	PF17109.5 ; Goodbye ; fungal S	78.3	0.085	1.8e-05	38.3	0.0	62	221-282	59-121 (123)	[221, 282]
CVK97834	1	PF17106.5 ; NACHT_sigma ; Sigm	97.1	3.5e-07	6.9e-11	51.5	0.0	39	52-90	3-42  (43)	[52, 90]
XP_009224635	1	PF17100.5 ; NACHT_N ; N-termin	99.0	2.2e-14	4.1e-18	123.7	0.0	155	123-285	61-228 (229)	[123, 285]
XP_009224635	2	PF17109.5 ; Goodbye ; fungal S	98.6	3.8e-12	6.900000000000001e-16	97.4	0.0	119	94-216	1-123 (123)	[94, 216]
PPJ60852	1	PF17107.5 ; SesA ; N-terminal	98.7	1e-12	1.8000000000000002e-16	88.4	0.0	120	10-129	1-132 (133)	[10, 129]
PPJ60852	2	PF17111.5 ; Helo_like_N ; Fung	98.6	3.3999999999999996e-12	5.9e-16	92.3	0.0	130	4-135	1-134 (209)	[4, 135]
PPJ60852	3	PF14479.6 ; HeLo ; Prion-inhib	86.4	0.026000000000000002	4.7e-06	37.5	0.0	49	6-55	3-51  (199)	[6, 55]
OCL06397	1	PF17111.5 ; Helo_like_N ; Fung	98.0	8.199999999999999e-10	1.6e-13	91.1	0.0	127	66-197	1-133 (209)	[66, 197]
OCL06397	2	PF17107.5 ; SesA ; N-terminal	96.7	1.9e-06	3.7000000000000007e-10	64.7	0.0	116	75-192	1-132 (133)	[75, 192]
OCL06397	3	PF14516.6 ; AAA_35 ; AAA-like	81.9	0.054000000000000006	1.1e-05	43.7	0.0	28	367-394	125-152 (330)	[367, 394]
XP_011392840	1	PF01083.22 ; Cutinase ; Cutina	98.1	4.6e-10	9.6e-14	101.3	0.0	125	186-316	4-142 (207)	[186, 316]
XP_011392840	2	PF06259.12 ; Abhydrolase_8 ; A	97.7	1.1000000000000001e-08	2.3e-12	90.1	0.0	126	184-317	16-162 (190)	[184, 317]
XP_011392840	3	PF05057.14 ; DUF676 ; Putative	97.6	1.4e-08	3.1e-12	90.4	0.0	118	186-317	4-144 (218)	[186, 317]
XP_011392840	4	PF12146.8 ; Hydrolase_4 ; Seri	97.5	2.7e-08	5.9999999999999995e-12	85.1	0.0	110	186-313	3-114 (239)	[186, 313]
XP_011392840	5	PF03096.14 ; Ndr ; Ndr family	97.5	3.1e-08	6.900000000000001e-12	88.1	0.0	110	186-313	22-137 (283)	[186, 313]
XP_011392840	6	PF05990.12 ; DUF900 ; Alpha/be	97.4	5.3e-08	1.1999999999999999e-11	85.0	0.0	125	185-317	11-138 (213)	[185, 317]
XP_011392840	7	PF02089.15 ; Palm_thioest ; Pa	97.4	5.3e-08	1.1999999999999999e-11	87.8	0.0	107	189-315	1-112 (271)	[189, 315]
XP_011392840	8	PF02129.18 ; Peptidase_S15 ; X	97.3	9e-08	2.0000000000000002e-11	83.0	0.0	113	184-314	15-129 (267)	[184, 314]
XP_011392840	9	PF00975.20 ; Thioesterase ; Th	97.3	9.7e-08	2.2e-11	80.0	0.0	104	189-313	2-106 (221)	[189, 313]
XP_011392840	10	PF05705.14 ; DUF829 ; Eukaryot	97.2	1.8e-07	4.0000000000000004e-11	79.5	0.0	109	190-314	2-111 (238)	[190, 314]
XP_024705005	1	PF01083.22 ; Cutinase ; Cutina	98.6	4.3e-12	8.199999999999999e-16	97.2	0.0	126	33-166	4-141 (207)	[33, 166]
XP_024705005	2	PF05057.14 ; DUF676 ; Putative	98.4	2.7e-11	5.1e-15	92.7	0.0	124	33-168	4-144 (218)	[33, 168]
XP_024705005	3	PF06259.12 ; Abhydrolase_8 ; A	98.3	7.3e-11	1.3999999999999999e-14	88.7	0.0	123	32-166	17-160 (190)	[32, 166]
XP_024705005	4	PF05990.12 ; DUF900 ; Alpha/be	98.2	2.7000000000000005e-10	5.2e-14	85.8	0.0	124	32-166	11-136 (213)	[32, 166]
XP_024705005	5	PF03096.14 ; Ndr ; Ndr family	98.2	2.7999999999999996e-10	5.5999999999999995e-14	87.6	0.0	109	33-163	22-136 (283)	[33, 163]
XP_024705005	6	PF12146.8 ; Hydrolase_4 ; Seri	98.1	3.3e-10	6.5e-14	84.2	0.0	107	33-163	3-113 (239)	[33, 163]
XP_024705005	7	PF02089.15 ; Palm_thioest ; Pa	98.1	4.6e-10	8.900000000000001e-14	87.2	0.0	107	36-165	1-111 (271)	[36, 165]
XP_024705005	8	PF00975.20 ; Thioesterase ; Th	98.1	5.3e-10	1e-13	81.9	0.0	105	36-164	2-106 (221)	[36, 164]
XP_024705005	9	PF02129.18 ; Peptidase_S15 ; X	98.1	6.2e-10	1.2e-13	84.1	0.0	112	32-165	16-129 (267)	[32, 165]
XP_024705005	10	PF05705.14 ; DUF829 ; Eukaryot	97.9	1.9e-09	3.7e-13	79.8	0.0	111	36-165	1-111 (238)	[36, 165]
PVH91226	1	PF17111.5 ; Helo_like_N ; Fung	99.3	1.6e-16	2.5e-20	95.1	0.0	138	4-147	1-138 (209)	[4, 147]
PVH91226	2	PF17107.5 ; SesA ; N-terminal	98.9	1.5e-13	2.5e-17	76.1	0.0	121	13-137	1-132 (133)	[13, 137]
PVH91226	3	PF14479.6 ; HeLo ; Prion-inhib	85.1	0.037000000000000005	6.2e-06	30.5	0.0	31	113-143	139-170 (199)	[113, 143]
PVH91226	4	PF15188.6 ; CCDC-167 ; Coiled-	80.6	0.076	1.3000000000000001e-05	24.8	0.0	54	46-99	8-61  (84)	[46, 99]
PVH91226	5	PF04772.12 ; Flu_B_M2 ; Influe	78.7	0.096	1.7e-05	24.5	0.0	33	3-35	1-33  (109)	[3, 35]
EGU82178	1	PF03096.14 ; Ndr ; Ndr family	98.2	1.8000000000000002e-10	3.7000000000000006e-14	100.8	0.0	109	50-179	22-137 (283)	[50, 179]
EGU82178	2	PF05057.14 ; DUF676 ; Putative	98.2	2e-10	4e-14	99.4	0.0	119	49-183	3-144 (218)	[49, 183]
EGU82178	3	PF12146.8 ; Hydrolase_4 ; Seri	98.1	3.9e-10	8.199999999999999e-14	95.0	0.0	106	50-179	3-114 (239)	[50, 179]
EGU82178	4	PF02089.15 ; Palm_thioest ; Pa	98.1	5e-10	1e-13	98.8	0.0	106	53-181	1-112 (271)	[53, 181]
EGU82178	5	PF00975.20 ; Thioesterase ; Th	98.1	6e-10	1.3e-13	92.3	0.0	104	52-179	1-106 (221)	[52, 179]
EGU82178	6	PF02129.18 ; Peptidase_S15 ; X	98.1	6.6e-10	1.4e-13	95.2	0.0	113	48-180	15-129 (267)	[48, 180]
EGU82178	7	PF06259.12 ; Abhydrolase_8 ; A	98.0	8.599999999999999e-10	1.7e-13	93.6	0.0	66	111-181	95-160 (190)	[111, 181]
EGU82178	8	PF10230.9 ; LIDHydrolase ; Lip	98.0	1.4000000000000001e-09	2.8e-13	92.3	0.0	106	51-179	2-115 (250)	[51, 179]
EGU82178	9	PF01083.22 ; Cutinase ; Cutina	97.9	2.2e-09	4.3000000000000004e-13	92.3	0.0	124	50-181	4-141 (207)	[50, 181]
EGU82178	10	PF05705.14 ; DUF829 ; Eukaryot	97.9	2.2e-09	4.7e-13	89.9	0.0	110	53-180	1-111 (238)	[53, 180]
ESK86804	1	PF13191.6 ; AAA_16 ; AAA ATPas	96.0	2e-05	4.5e-09	50.0	0.0	34	116-149	5-38  (189)	[116, 149]
ESK86804	2	PF01637.18 ; ATPase_2 ; ATPase	95.8	3.5e-05	8e-09	49.4	0.0	31	116-149	4-34  (209)	[116, 149]
ESK86804	3	PF05621.11 ; TniB ; Bacterial	95.7	3.8e-05	8.399999999999999e-09	48.8	0.0	35	115-149	15-49  (191)	[115, 149]
ESK86804	4	PF07693.14 ; KAP_NTPase ; KAP	95.7	4.4e-05	9.7e-09	52.6	0.0	34	116-149	1-45  (307)	[116, 149]
ESK86804	5	PF00308.18 ; Bac_DnaA ; Bacter	95.6	5.1e-05	1.1000000000000001e-08	48.9	0.0	37	111-149	11-47  (219)	[111, 149]
ESK86804	6	PF00931.22 ; NB-ARC ; NB-ARC d	95.2	0.00011	2.4e-08	47.6	0.0	31	118-149	2-32  (240)	[118, 149]
ESK86804	7	PF06309.11 ; Torsin ; Torsin	95.2	0.00011999999999999999	2.6e-08	44.2	0.0	35	115-149	32-66  (126)	[115, 149]
ESK86804	8	PF14532.6 ; Sigma54_activ_2 ;	94.7	0.00027	5.7999999999999997e-08	43.4	0.0	31	118-149	5-35  (135)	[118, 149]
ESK86804	9	PF01057.17 ; Parvo_NS1 ; Parvo	94.7	0.00028	6.099999999999999e-08	49.2	0.0	31	118-149	102-132 (284)	[118, 149]
ESK86804	10	PF10923.8 ; DUF2791 ; P-loop D	94.0	0.00063	1.4e-07	49.7	0.0	35	115-149	29-63  (413)	[115, 149]
PSN62572	1	PF17111.5 ; Helo_like_N ; Fung	99.3	2.9e-16	5.099999999999999e-20	105.8	0.0	160	4-169	1-178 (209)	[4, 169]
PSN62572	2	PF17107.5 ; SesA ; N-terminal	98.7	1.1e-12	2e-16	81.6	0.0	120	14-137	2-132 (133)	[14, 137]
PSN62572	3	PF14479.6 ; HeLo ; Prion-inhib	89.6	0.011000000000000001	1.9e-06	36.7	0.0	35	29-63	18-52  (199)	[29, 63]
XP_007384573	1	PF15729.5 ; ALS2CR11 ; Amyotro	98.0	1e-09	1.8000000000000002e-13	97.1	0.0	123	38-168	21-162 (420)	[38, 168]
XP_007384573	2	PF11618.8 ; C2-C2_1 ; First C2	97.7	9.4e-09	1.6999999999999998e-12	78.2	0.0	104	38-145	6-122 (142)	[38, 145]
XP_007384573	3	PF00168.30 ; C2 ; C2 domain	96.4	6.1e-06	1.1e-09	58.5	0.0	86	42-133	2-107 (116)	[42, 133]
XP_007384573	4	PF17100.5 ; NACHT_N ; N-termin	96.0	2.1e-05	3.8e-09	63.8	0.0	113	229-342	81-207 (229)	[229, 342]
XP_007384573	5	PF17109.5 ; Goodbye ; fungal S	93.4	0.0014	2.6e-07	46.3	0.0	68	228-295	53-121 (123)	[228, 295]
